year,month,day,duty cycle [day],tds_fit [/day],svm_fit [/day],cnn_fit [/day]
2021,4,18,0.0620610006410905,80.50480981330449,123.93762079604801,112.66133088483795
2021,4,19,0.06211959584398973,80.04564947737236,123.62847814379316,112.35493275737181
2021,4,20,0.061760790650927766,79.61777009116929,123.34039627359533,112.06940843731525
2021,4,21,0.06211959584398973,79.21988363210598,123.07250798790224,111.80389842597327
2021,4,22,0.06211959584398973,78.8507893003453,122.8240048143407,111.5576014284762
2021,4,23,0.06211959584398973,78.50936812984196,122.5941333774469,111.32977075772118
2021,4,24,0.06211959584398973,78.19457784067959,122.38219193285724,111.11971089933192
2021,4,25,0.062038575316524125,77.90544789521304,122.18752703871657,110.92677421261772
2021,4,26,0.06211959584398973,77.64107553410953,122.00953088683099,110.75035828541994
2021,4,27,0.061760790650927766,77.4006199400149,121.84763737319153,110.58990203952104
2021,4,28,0.06211959584398973,77.18330059891744,121.70132099471611,110.44488463718105
2021,4,29,0.06211959584398973,76.98839252486594,121.57009363415622,110.31482229458743
2021,4,30,0.06214274456612276,76.81522305996424,121.45350240560295,110.19926614648836
2021,5,1,0.06211959584398973,76.66316930062644,121.35112792164065,110.09780052873043
2021,5,2,0.06213117020505624,76.53165139500175,121.26257978064915,110.01003850562391
2021,5,3,0.06210729808535656,76.42013977365086,121.18750143506062,109.9356266949799
2021,5,4,0.06181866245626034,76.32814394897342,121.1255626502581,109.87423779395769
2021,5,5,0.062108021482923215,76.25521262697701,121.07645957982706,109.82557065364827
2021,5,6,0.062108021482923215,76.20093210620149,121.03991368758605,109.7893492106751
2021,5,7,0.062108021482923215,76.16492425902544,121.01567038844439,109.76532114011793
2021,5,8,0.06210729808535656,76.14684494967923,121.00349798328469,109.75325679985144
2021,5,9,0.062108021482923215,76.14638227418189,121.00318647395085,109.75294805605344
2021,5,10,0.06220061637145533,76.1632564858071,121.01454751306572,109.76420823346824
2021,5,11,0.06184181117839337,76.19721443976968,121.03741066375974,109.78686840834068
2021,5,12,0.06220061637145533,76.24803405355878,121.07162640271603,109.82078038480077
2021,5,13,0.06220061637145533,76.31551996541552,121.11706319711786,109.86581379776155
2021,5,14,0.06220061637145533,76.39950299511034,121.17360714160199,109.92185575309549
2021,5,15,0.06220061637145533,76.49983947048446,121.24116150483349,109.98881037823482
2021,5,16,0.062038575316524125,76.6164102646351,121.3196460812637,110.06659817968438
2021,5,17,0.062108021482923215,76.74912103146572,121.40899734972095,110.15515620020446
2021,5,18,0.06174921628986125,76.8978985609267,121.50916601947357,110.25443558665961
2021,5,19,0.062108021482923215,77.06269424394904,121.62011936309426,110.36440390217196
2021,5,20,0.062108021482923215,77.24348123141806,121.74183930365899,110.48504323030187
2021,5,21,0.062108021482923215,77.44025435402676,121.87432236078592,110.61635012156583
2021,5,22,0.062108021482923215,77.65302991615121,122.01757951185633,110.75833545588947
2021,5,23,0.062038575316524125,77.88184526049439,122.17163589889867,110.9110241520939
2021,5,24,0.062108021482923215,78.12675953394461,122.33653134422448,111.07445567895377
2021,5,25,0.06174921628986125,78.38785032383285,122.51231808569356,111.24868181056856
2021,5,26,0.062108021482923215,78.66521797142573,122.69906368089504,111.43376950476065
2021,5,27,0.06211959584398973,78.95898223233499,122.8968487586736,111.62979867456326
2021,5,28,0.062108021482923215,79.26928567322179,123.1057693060567,111.83686445484454
2021,5,29,0.062108021482923215,79.59628253549437,123.32592917042464,112.05506977104248
2021,5,30,0.06202700095545761,79.94018105355482,123.55746855146437,112.28455357817096
2021,5,31,0.062108021482923215,80.30108573506871,123.8004578119106,112.5253856142943
2021,6,1,0.06174921628986125,80.6804141694216,124.05585138381718,112.7785118381534
2021,6,2,0.06210729808535656,81.07639833552182,124.32245889709603,113.04275244759768
2021,6,3,0.06211887244642308,81.4901064695432,124.6009995718935,113.31882027763862
2021,6,4,0.062108021482923215,81.92195035399493,124.89175065240315,113.60699011113499
2021,6,5,0.062108021482923215,82.37220822643746,125.19489946991357,113.90744761627468
2021,6,6,0.062003128835757926,82.84122278037012,125.51067675249288,114.22042147275467
2021,6,7,0.06211814904885641,83.32934939326071,125.83932176804902,114.54614882429613
2021,6,8,0.061760790650927766,83.83696912894706,126.18109107856318,114.88488395515928
2021,6,9,0.06210729808535656,84.36448785896471,126.53625794849916,115.2368977038046
2021,6,10,0.062108021482923215,84.91233667510343,126.90511262256848,115.60247773819208
